Line;seq;SO;Ext.order;WO;Status;print;obrada;Drawings;Truck;Truck date;CUSTOMER;Customer comment;EAN;DESCRIPTION;DESCRIPTION2;Color;QTY;Reason - comment;Nav Painted;WELDED;SHIPPED;STOCK;REST;TBP;logic palet 1;logic palet 2;logic palet 3;logic palet 4;BIG;EURO;PROGRESS;calc;Rest2;EX.SHIP DATE;Unit price;Rest price
B-LINE;0;SO027609;KANBAN;WO074278;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471174;WI GPL 4.375Ax8 H2 19,1x89,5 TL Silver RAL9006;NORMAL STARCO 190@20 + VL TR412 Rubber Snap-In ...;RAL9006;600;;0;0;0;0;600;600;3;5;3;0;;5;0;600;600;45933;7,17;4302
B-LINE;0;SO027624;KANBAN;WO074329;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471174;WI GPL 4.375Ax8 H2 19,1x89,5 TL Silver RAL9006;NORMAL STARCO 190@20 + VL TR412 Rubber Snap-In ...;RAL9006;600;;0;0;0;0;600;600;3;5;3;0;;5;0;600;600;45954;7,17;4302
B-LINE;0;SO027617;KANBAN;WO074353;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514840;WI GPL 4.375Ax8 H2 19,1x89,5 TL Grey CP1066;STARCO 132@16 + VL TR412 Rubber Snap-In V2.03.6;;333;;0;0;0;0;333;333;1,665;;1;0,665;1;1;0;333;333;45898;0;0
B-LINE;0;SO027625;KANBAN;WO074401;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514840;WI GPL 4.375Ax8 H2 19,1x89,5 TL Grey CP1066;STARCO 132@16 + VL TR412 Rubber Snap-In V2.03.6;;445;;0;0;0;0;445;445;2,225;;2;0,225;2;1;0;445;445;45933;0;0
B-LINE;0;SO027626;KANBAN;WO074407;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514840;WI GPL 4.375Ax8 H2 19,1x89,5 TL Grey CP1066;STARCO 132@16 + VL TR412 Rubber Snap-In V2.03.6;;445;;0;0;0;0;445;445;2,225;;2;0,225;2;1;0;445;445;45940;0;0
B-LINE;0;SO027628;KANBAN;WO074415;Firm Planned;0;;Drawing;;;STIGA S.p.A.;;514840;WI GPL 4.375Ax8 H2 19,1x89,5 TL Grey CP1066;STARCO 132@16 + VL TR412 Rubber Snap-In V2.03.6;;445;;0;0;0;0;445;445;2,225;;2;0,225;2;1;0;445;445;45947;0;0
B-LINE;0;SO027758;POTREBE 9 MJ;WO074821;Released;1;;Drawing;;;STIGA S.p.A.;;514840;WI GPL 4.375Ax8 H2 19,1x89,5 TL Grey CP1066;STARCO 132@16 + VL TR412 Rubber Snap-In V2.03.6;;276;;0;0;0;0;276;276;1,38;;1;0,38;1;1;0;276;276;45919;0;0
B-LINE;0;SO027837;KANBAN;WO075065;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471174;WI GPL 4.375Ax8 H2 19,1x89,5 TL Silver RAL9006;NORMAL STARCO 190@20 + VL TR412 Rubber Snap-In ...;RAL9006;600;;0;0;0;0;600;600;3;5;3;0;;5;0;600;600;45975;7,17;4302
B-LINE;0;SO027841;KANBAN;WO075073;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471174;WI GPL 4.375Ax8 H2 19,1x89,5 TL Silver RAL9006;NORMAL STARCO 190@20 + VL TR412 Rubber Snap-In ...;RAL9006;240;;0;0;0;0;240;240;1,2;2;1;0,2;;2;0;240;240;45982;7,17;1720,8
B-LINE;0;SO027845;KANBAN;WO075086;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471174;WI GPL 4.375Ax8 H2 19,1x89,5 TL Silver RAL9006;NORMAL STARCO 190@20 + VL TR412 Rubber Snap-In ...;RAL9006;240;;0;0;0;0;240;240;1,2;2;1;0,2;;2;0;240;240;45989;7,17;1720,8
B-LINE;0;SO027856;KANBAN;WO075104;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471174;WI GPL 4.375Ax8 H2 19,1x89,5 TL Silver RAL9006;NORMAL STARCO 190@20 + VL TR412 Rubber Snap-In ...;RAL9006;600;;0;0;0;0;600;600;3;5;3;0;;5;0;600;600;46003;7,17;4302
B-LINE;0;SO027634;KANBAN;WO074374;Released;1;;Drawing;;;KENDA Polska Sp. z.o.o.;;739335;WI GPL 5.50Ax8 H2 19,1x89,5 TL Black CP2004;STARCO 220@20 + VL TR412 Rubber Snap-In V2.03.6;RAL9005;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45940;7,39;3879,75
B-LINE;0;SO027635;KANBAN;WO074376;Released;1;;Drawing;;;KENDA Polska Sp. z.o.o.;471211;739335;WI GPL 5.50Ax8 H2 19,1x89,5 TL Black CP2004;STARCO 220@20 + VL TR412 Rubber Snap-In V2.03.6;RAL9005;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45940;7,39;3879,75
B-LINE;0;SO027636;KANBAN;WO074390;Released;1;;Drawing;;;KENDA Polska Sp. z.o.o.;;739335;WI GPL 5.50Ax8 H2 19,1x89,5 TL Black CP2004;STARCO 220@20 + VL TR412 Rubber Snap-In V2.03.6;RAL9005;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45940;7,39;3879,75
B-LINE;0;SO027632;KANBAN;WO074367;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45947;7,39;3879,75
B-LINE;0;SO027633;KANBAN;WO074370;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45947;7,39;3879,75
B-LINE;0;SO027634;KANBAN;WO074373;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;7,39;3879,75
B-LINE;0;SO027635;KANBAN;WO074375;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;7,39;3879,75
B-LINE;0;SO027636;KANBAN;WO074389;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;7,39;3879,75
B-LINE;0;SO027637;KANBAN;WO074409;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;7,39;3879,75
B-LINE;0;SO027638;KANBAN;WO074417;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;7,39;3879,75
B-LINE;0;SO027639;KANBAN;WO074419;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;7,39;3879,75
B-LINE;0;SO027640;KANBAN;WO074421;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45954;7,39;3879,75
B-LINE;0;SO027641;KANBAN;WO074423;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;7,39;3879,75
B-LINE;0;SO027642;KANBAN;WO074425;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;7,39;3879,75
B-LINE;0;SO027643;KANBAN;WO074427;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;7,39;3879,75
B-LINE;0;SO027644;KANBAN;WO074428;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;7,39;3879,75
B-LINE;0;SO027645;KANBAN;WO074429;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;7,39;3879,75
B-LINE;0;SO027646;KANBAN;WO074430;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;7,39;3879,75
B-LINE;0;SO027647;KANBAN;WO074431;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;11;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45961;7,39;3879,75
B-LINE;0;SO027837;KANBAN;WO075067;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45975;7,39;3879,75
B-LINE;0;SO027838;KANBAN;WO075069;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45975;7,39;3879,75
E-LINE;0;SO027867;PO010263;WO075131;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;516455;WB 7.00Ix12 H2 5/94/140 Ø16.5 R14 ET0;Silver RAL9006 KENDA 1700@25;RAL9006;200;;0;0;0;0;200;200;3,333333333;5,714285714;3;0,333333333;;6;0;200;200;46038;25,49;5098
F-LINE;0;SO027868;PO010264;WO075132;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;520100;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET-50;VG3 Silver RAL9006 STARCO 4000@40;RAL9006;95;;0;0;0;0;95;95;9,5;15,83333333;9;0,5;;16;0;95;95;46045;64,2;6099
F-LINE;0;SO027869;PO010265;WO075133;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;521022;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;VG3 Silver RAL9006 KENDA 2900@40;RAL9006;200;;0;0;0;0;200;200;9,523809524;16,66666667;9;0,523809524;;17;0;200;200;46038;37,99;7598
F-LINE;0;SO027870;PO010266;WO075134;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;521022;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;VG3 Silver RAL9006 KENDA 2900@40;RAL9006;200;;0;0;0;0;200;200;9,523809524;16,66666667;9;0,523809524;;17;0;200;200;46059;37,99;7598
E-LINE;0;SO027871;PO010267;WO075135;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;522951;WB 10.50Ix12 H2 5/94/140 Ø18.5 R14 ET-50;VG2 Silver RAL9006 STARCO 1250@30;RAL9006;50;;0;0;0;0;50;50;1,041666667;2,380952381;1;0,041666667;;3;0;50;50;46038;33,45;1672,5
E-LINE;0;SO027872;PO010271;WO075136;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;640143;WB 6.00Ix10 H2 4/56.5/100 Ø13 C60 ET0;Silver RAL9006 KENDA 600@40;RAL9006;100;;0;0;0;0;100;100;1,041666667;1,818181818;1;0,041666667;;2;0;100;100;46038;19,36;1936
E-LINE;0;SO027873;PO010272;WO075137;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;640143;WB 6.00Ix10 H2 4/56.5/100 Ø13 C60 ET0;Silver RAL9006 KENDA 600@40;RAL9006;100;;0;0;0;0;100;100;1,041666667;1,818181818;1;0,041666667;;2;0;100;100;46066;19,36;1936
B-LINE;0;SO027839;KANBAN;WO075071;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45975;7,39;3879,75
B-LINE;0;SO027840;KANBAN;WO075072;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45975;7,39;3879,75
B-LINE;0;SO027841;KANBAN;WO075075;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;7,39;3879,75
B-LINE;0;SO027842;KANBAN;WO075079;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;7,39;3879,75
B-LINE;0;SO027843;KANBAN;WO075081;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;7,39;3879,75
B-LINE;0;SO027844;KANBAN;WO075083;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45982;7,39;3879,75
B-LINE;0;SO027845;KANBAN;WO075087;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;7,39;3879,75
B-LINE;0;SO027846;KANBAN;WO075089;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;7,39;3879,75
B-LINE;0;SO027847;KANBAN;WO075091;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;7,39;3879,75
B-LINE;0;SO027848;KANBAN;WO075093;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45989;7,39;3879,75
B-LINE;0;SO027849;KANBAN;WO075095;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;7,39;3879,75
G-LINE;0;SO027891;PO010537;WO075218;Firm Planned;0;;Drawing;DE-3010B;;KENDA Deutschland GmbH;;579689;WB 5.5Jx14 H2 4/66.7/101.6 Ø15.5 C60 ET-26;Silver RAL9006 STARCO 750@20;RAL9006;100;;0;0;0;0;100;100;1,851851852;;1;0,851851852;1;1;0;100;100;46003;30,31;3031
B-LINE;0;SO027850;KANBAN;WO075097;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;7,39;3879,75
B-LINE;0;SO027851;KANBAN;WO075099;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;7,39;3879,75
B-LINE;0;SO027852;KANBAN;WO075100;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;7,39;3879,75
B-LINE;0;SO027853;KANBAN;WO075101;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;7,39;3879,75
G-LINE;0;SO027891;PO010537;WO075219;Firm Planned;0;;Drawing;DE-3010B;;KENDA Deutschland GmbH;;581705;WB 5.5Jx14 H2 5/106/140 Ø18.5 R14 ET0;Silver RAL9006 STARCO 1600@40;RAL9006;100;;0;0;0;0;100;100;1,851851852;;1;0,851851852;1;1;0;100;100;46003;32,42;3242
D-LINE;0;SO027812;PO010524;WO074946;Firm Planned;0;CO Puncher;Drawing;;;KENDA Deutschland GmbH;;165936;WB AG16.00x22.5 H2 6/161/205 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 3625@40;RAL9006;60;;0;0;0;0;60;60;7,5;;7;0,5;7;1;0;60;60;46010;116,48;6988,8
G-LINE;0;SO027812;PO010524;WO074949;Firm Planned;0;prolazne rupe;Drawing;;;KENDA Deutschland GmbH;;280196;WB 8.5LBx15 H2 10/94/140 Ø16.5 ET12;Silver RAL9006 STARCO 1200@50;RAL9006;50;;0;0;0;0;50;50;1,428571429;;1;0,428571429;1;1;0;50;50;46010;70,03;3501,5
E-LINE;0;SO027812;PO010524;WO074950;Firm Planned;0;OC;Drawing;;;KENDA Deutschland GmbH;;293202;WB 7.00Bx8 H2 4/58/85 Ø14 R12 ET-33;Yellow RAL1018 STARCO 535@16;RAL1018;30;;0;0;0;0;30;30;0,24;;0;0,24;;1;0;30;30;46010;23,92;717,6
G-LINE;0;SO027813;PO010523;WO074956;Firm Planned;0;;Drawing;;;KENDA Deutschland GmbH;;143866;WB 13LBx15 H2 5/67/112 Ø18.5 R14 ET-50 Silver;RAL9006 STARCO 1800@40 + VL TR415 Rubber Snap-I...;RAL9006;150;;0;0;0;0;150;150;7,142857143;;7;0,142857143;7;1;0;150;150;46010;58,18;8727
F-LINE;0;SO027879;PO010274;WO075190;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;659503;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG2 Silver RAL9006 STARCO 2360@40;RAL9006;24;;0;0;0;0;24;24;1,6;4;1;0,6;;4;0;24;24;46038;74,95;1798,8
F-LINE;0;SO027880;PO010275;WO075191;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;659510;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0;VG3 Silver RAL9006 STARCO 4375@40;RAL9006;72;;0;0;0;0;72;72;#N/A;12;#N/A;;;12;0;72;72;46038;70,78;5096,16
G-LINE;0;SO027881;PO010277;WO075192;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;681290;WB 11LBx16 H2 6/161/205 Ø21.5 R16 ET0;VG2 Grey RAL7035 KENDA 2500@40;RAL7035;40;;0;0;0;0;40;40;2,222222222;4,444444444;2;0,222222222;;5;0;40;40;46038;55,39;2215,6
B-LINE;0;SO027854;KANBAN;WO075102;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;7,39;3879,75
G-LINE;0;SO027885;PO010278;WO075201;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;681290;WB 11LBx16 H2 6/161/205 Ø21.5 R16 ET0;VG2 Grey RAL7035 KENDA 2500@40;RAL7035;40;;0;0;0;0;40;40;2,222222222;4,444444444;2;0,222222222;;5;0;40;40;46059;55,39;2215,6
G-LINE;0;SO027886;PO010279;WO075202;Firm Planned;0;CO Puncher;Drawing;;;KENDA Polska Sp. z.o.o.;;681306;WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET0;Grey RAL7035 STARCO 1800@40;RAL7035;20;;0;0;0;0;20;20;0,952380952;1,666666667;0;0,952380952;;2;0;20;20;46038;59,53;1190,6
B-LINE;0;SO027855;KANBAN;WO075103;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;45996;7,39;3879,75
B-LINE;0;SO027856;KANBAN;WO075106;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46003;7,39;3879,75
B-LINE;0;SO027857;KANBAN;WO075109;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46003;7,39;3879,75
B-LINE;0;SO027858;KANBAN;WO075111;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46003;7,39;3879,75
B-LINE;0;SO027859;KANBAN;WO075113;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46003;7,39;3879,75
B-LINE;0;SO027860;KANBAN;WO075114;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;7,39;3879,75
B-LINE;0;SO027861;KANBAN;WO075116;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;7,39;3879,75
B-LINE;0;SO027862;KANBAN;WO075118;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;7,39;3879,75
B-LINE;0;SO027863;KANBAN;WO075120;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;7,39;3879,75
B-LINE;0;SO027864;KANBAN;WO075121;Firm Planned;0;;Drawing;;;KENDA Polska Sp. z.o.o.;;471211;WI GPL 5.50Ax8 H2 19,1x89,5 TL Silver RAL9006;STARCO 700@16 + VL TR412 Rubber Snap-In V2.03.6;RAL9006;525;;0;0;0;0;525;525;3;5;3;0;;5;0;525;525;46010;7,39;3879,75
