Posting Date;Document No.;Item No.;Item ledger entry no.;Sales;Customer Code;Qty;Work Order;Description;Customer
02-07-2025;SI013581;159942;153532;36.00;1007236;-4;;Euro Pallets 80x120cm;Bohnenkamp SIA
02-07-2025;SI013581;260761;153533;144.00;1007236;-12;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;Bohnenkamp SIA
02-07-2025;SI013581;260808;153534;87.48;1007236;-12;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;Bohnenkamp SIA
02-07-2025;SI013581;262291;153535;15.36;1007236;-4;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;Bohnenkamp SIA
02-07-2025;SI013581;294414;153528;6792.00;1007236;-600;WO073015;WB 7.00Ax8 H2 4/60/100 Ø14.5 C60 ET0;Bohnenkamp SIA
02-07-2025;SI013581;495972;153527;3735.18;1007236;-6;;DU Fixation Set HD+6 M18x1.5x95;Bohnenkamp SIA
02-07-2025;SI013581;518992;153529;821.00;1007236;-100;WO073016;WB 5.50Ax8 H2 4/60/100 Ø9 ET0;Bohnenkamp SIA
02-07-2025;SI013581;582740;153530;7686.00;1007236;-200;WO073018;WB 6.5LBx15 H2 6/161/205 Ø21.5 R16 ET0;Bohnenkamp SIA
02-07-2025;SI013581;615752;153531;2676.00;1007236;-60;WO073377;WB 6.75x14.5 H2 5/94/140 Ø18.5 R14 ET0;Bohnenkamp SIA
02-07-2025;SI013583;260761;153582;72.00;1007426;-6;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;Maschinenfabrik Bernard Krone GmbH & Co. KG
02-07-2025;SI013583;260808;153583;43.74;1007426;-6;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;Maschinenfabrik Bernard Krone GmbH & Co. KG
02-07-2025;SI013583;357850;153581;3870.00;1007426;-90;WO072012;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0;Maschinenfabrik Bernard Krone GmbH & Co. KG
