Posting Date;Prod. Order No.;No.;lot size;good pcs;scrap pcs;Value Entry - User ID;Posted in NAV;Expected time;Dev - minutes
26.06.2025;WO072535;B-LINE;108.00;230;4;HR-BLINE;16.55;127.78;111.23
26.06.2025;WO072535;B-LINE;108.00;260;0;HR-BLINE;265.91;144.44;-121.47
26.06.2025;WO072535;B-LINE;108.00;510;0;HR-BLINE;459.49;283.33;-176.16
26.06.2025;WO072543;G-LINE;17.00;50;0;HR-ELINE;0.31;176.47;176.16
26.06.2025;WO072816;G-LINE;16.00;38;0;HR-ELINE;1692.62;142.50;-1550.12
26.06.2025;WO072816;G-LINE;16.00;161;0;HR-ELINE;0.89;603.75;602.86
26.06.2025;WO072933;G-LINE;16.00;22;0;HR-CPLINE;0.55;82.50;81.95
26.06.2025;WO072933;G-LINE;16.00;60;2;HR-ELINE;0.40;225.00;224.60
26.06.2025;WO073836;G-LINE;17.00;23;0;HR-DLINE;0.94;81.18;80.24
26.06.2025;WO073836;G-LINE;17.00;101;1;HR-ELINE;175.30;356.47;181.17
25.06.2025;WO070603;C-LINE;108.00;120;0;HR-PCPLINE;0.67;66.67;66.00
25.06.2025;WO071666;E-LINE;23.00;60;0;HR-ELINE;149.01;156.52;7.51
25.06.2025;WO071687;F-LINE;12.50;24;0;HR-ELINE;0.35;115.20;114.85
25.06.2025;WO071962;B-LINE;102.00;94;0;HR-BLINE;75.14;55.29;-19.85
25.06.2025;WO071962;B-LINE;102.00;145;0;HR-BLINE;135.55;85.29;-50.26
25.06.2025;WO072536;C-LINE;51.00;100;3;HR-BLINE;155.13;117.65;-37.48
25.06.2025;WO072537;E-LINE;24.00;100;0;HR-ELINE;0.33;250.00;249.67
25.06.2025;WO072560;B-LINE;102.00;121;0;HR-BLINE;0.47;71.18;70.71
25.06.2025;WO072823;E-LINE;14.00;7;0;HR-ELINE;0.24;30.00;29.76
25.06.2025;WO072866;E-LINE;24.00;60;0;HR-DLINE;0.36;150.00;149.64
25.06.2025;WO072869;A-LINE;7.00;100;0;HR-GS-SPINNER;0.20;857.14;856.94
25.06.2025;WO072869;E-LINE;18.00;100;0;HR-GS-SPINNER;0.16;333.33;333.17
25.06.2025;WO072916;E-LINE;23.00;230;0;HR-ELINE;247.40;600.00;352.60
25.06.2025;WO072976;E-LINE;23.00;12;0;HR-ELINE;0.39;31.30;30.91
25.06.2025;WO073277;F-LINE;13.00;94;0;HR-ELINE;264.14;433.85;169.71
25.06.2025;WO073627;C-LINE;23.00;210;0;HR-BLINE;249.90;547.83;297.93
24.06.2025;WO071955;B-LINE;108.00;500;2;HR-BLINE;335.90;277.78;-58.12
24.06.2025;WO071956;B-LINE;108.00;90;2;HR-BLINE;53.86;50.00;-3.86
24.06.2025;WO071956;B-LINE;108.00;660;7;HR-BLINE;468.85;366.67;-102.18
24.06.2025;WO072083;GS-MTM;2.00;2;0;HR-GS-SPINNER;2.36;60.00;57.64
24.06.2025;WO072084;GS-MTM;2.00;2;0;HR-GS-SPINNER;0.86;60.00;59.14
24.06.2025;WO072472;G-LINE;15.00;23;0;HR-ELINE;0.44;92.00;91.56
24.06.2025;WO072472;G-LINE;15.00;37;0;HR-ELINE;228.34;148.00;-80.34
24.06.2025;WO072503;F-LINE;12.50;13;0;HR-PCPLINE;0.36;62.40;62.04
24.06.2025;WO072503;F-LINE;12.50;36;0;HR-ELINE;1.81;172.80;170.99
24.06.2025;WO072503;F-LINE;12.50;47;0;HR-ELINE;280.16;225.60;-54.56
24.06.2025;WO072894;F-LINE;12.50;20;0;HR-ELINE;137.23;96.00;-41.23
24.06.2025;WO072906;E-LINE;25.00;30;0;HR-ELINE;0.43;72.00;71.57
24.06.2025;WO072999;GS-MTM;2.00;1;0;HR-GS-SPINNER;1.26;30.00;28.74
24.06.2025;WO073018;G-LINE;17.00;200;0;HR-ELINE;177.57;705.88;528.31
24.06.2025;WO073279;F-LINE;13.00;48;0;HR-ELINE;0.40;221.54;221.14
24.06.2025;WO073325;GS-MTM;1.50;2;0;HR-GS-SPINNER;0.33;80.00;79.67
24.06.2025;WO073428;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.49;100.00;99.51
24.06.2025;WO073429;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.41;80.00;79.59
24.06.2025;WO073432;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.75;100.00;99.25
23.06.2025;WO071952;C-LINE;54.50;400;3;HR-BLINE;438.78;440.37;1.59
23.06.2025;WO071952;C-LINE;54.50;410;0;HR-BLINE;1.32;451.38;450.06
23.06.2025;WO072039;G-LINE;16.00;6;0;HR-PCPLINE;0.28;22.50;22.22
23.06.2025;WO072363;F-LINE;13.00;4;0;HR-PCPLINE;0.27;18.46;18.19
23.06.2025;WO072490;E-LINE;23.00;50;0;HR-PCPLINE;0.29;130.43;130.14
23.06.2025;WO072498;G-LINE;16.00;20;0;HR-ELINE;0.32;75.00;74.68
23.06.2025;WO072529;A-LINE;100.00;200;3;HR-BLINE;124.39;120.00;-4.39
23.06.2025;WO072790;A-LINE;100.00;100;3;HR-BLINE;0.72;60.00;59.28
23.06.2025;WO072795;A-LINE;100.00;100;8;HR-BLINE;37.55;60.00;22.45
23.06.2025;WO072906;E-LINE;25.00;66;0;HR-ELINE;0.35;158.40;158.05
23.06.2025;WO073256;GS-LINE;1.50;2;0;HR-GS-SPINNER;1.43;80.00;78.57
23.06.2025;WO073352;GS-MTM;2.50;10;0;HR-GS-SPINNER;0.46;240.00;239.54
23.06.2025;WO073441;GS-LINE;1.20;4;0;HR-GS-SPINNER;0.50;200.00;199.50
21.06.2025;WO071508;E-LINE;24.00;50;0;HR-ELINE;0.30;125.00;124.70
21.06.2025;WO071908;B-LINE;108.00;110;0;HR-BLINE;70.24;61.11;-9.13
21.06.2025;WO071908;B-LINE;108.00;490;6;HR-BLINE;206.63;272.22;65.59
21.06.2025;WO072476;G-LINE;16.00;30;0;HR-ELINE;0.44;112.50;112.06
21.06.2025;WO072901;G-LINE;16.00;37;0;HR-ELINE;2.10;138.75;136.65
21.06.2025;WO072901;G-LINE;16.00;46;0;HR-ELINE;413.80;172.50;-241.30
21.06.2025;WO072901;G-LINE;16.00;67;0;HR-ELINE;13.64;251.25;237.61
21.06.2025;WO072903;F-LINE;12.50;150;0;HR-DLINE;0.49;720.00;719.51
21.06.2025;WO072908;F-LINE;11.00;35;0;HR-ELINE;0.24;190.91;190.67
21.06.2025;WO072938;E-LINE;23.00;140;0;HR-ELINE;0.46;365.22;364.76
21.06.2025;WO073580;E-LINE;24.00;50;0;HR-ELINE;14.81;125.00;110.19
20.06.2025;WO071061;GS-MTM;2.50;10;0;HR-GS-SPINNER;0.85;240.00;239.15
20.06.2025;WO071061;GS-MTM;2.50;20;0;HR-GS-SPINNER;0.26;480.00;479.74
20.06.2025;WO071952;C-LINE;54.50;130;0;HR-BLINE;172.31;143.12;-29.19
20.06.2025;WO072138;GS-MTM;7.00;64;0;HR-ELINE;526.38;548.57;22.19
20.06.2025;WO072149;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.88;100.00;99.12
20.06.2025;WO072189;B-LINE;108.00;100;0;HR-BLINE;0.28;55.56;55.28
20.06.2025;WO072190;F-LINE;11.00;1;0;HR-PCPLINE;0.37;5.45;5.08
20.06.2025;WO072501;GS-MTM;25.00;150;0;HR-ELINE;302.41;360.00;57.59
20.06.2025;WO072641;G-LINE;16.00;56;0;HR-ELINE;0.43;210.00;209.57
20.06.2025;WO072748;C-LINE;21.00;500;0;HR-BLINE;126.15;1428.57;1302.42
20.06.2025;WO072798;G-LINE;16.00;206;0;HR-ELINE;1.74;772.50;770.76
20.06.2025;WO073075;F-LINE;13.00;1;0;HR-ELINE;302.90;4.62;-298.28
20.06.2025;WO073075;F-LINE;13.00;39;0;HR-ELINE;26.09;180.00;153.91
20.06.2025;WO073257;GS-LINE;1.50;6;0;HR-GS-SPINNER;0.41;240.00;239.59
20.06.2025;WO073286;F-LINE;13.00;3;0;HR-ELINE;0.24;13.85;13.61
20.06.2025;WO073306;E-LINE;23.00;50;0;HR-ELINE;0.56;130.43;129.87
20.06.2025;WO073433;GS-LINE;1.20;4;0;HR-GS-SPINNER;0.68;200.00;199.32
19.06.2025;WO072188;E-LINE;25.00;100;0;HR-ELINE;0.41;240.00;239.59
19.06.2025;WO072191;B-LINE;108.00;50;0;HR-BLINE;23.87;27.78;3.91
19.06.2025;WO072641;G-LINE;16.00;20;0;HR-ELINE;2.80;75.00;72.20
19.06.2025;WO072641;G-LINE;16.00;92;0;HR-ELINE;1.91;345.00;343.09
19.06.2025;WO072796;E-LINE;25.00;100;0;HR-ELINE;0.50;240.00;239.50
19.06.2025;WO072892;F-LINE;13.00;6;0;HR-ELINE;0.46;27.69;27.23
19.06.2025;WO072892;F-LINE;13.00;29;0;HR-ELINE;1.42;133.85;132.43
19.06.2025;WO072892;F-LINE;13.00;65;0;HR-ELINE;0.78;300.00;299.22
19.06.2025;WO073016;B-LINE;108.00;100;0;HR-BLINE;88.52;55.56;-32.96
19.06.2025;WO073328;B-LINE;108.00;144;0;HR-BLINE;96.29;80.00;-16.29
19.06.2025;WO073375;F-LINE;12.00;10;0;HR-ELINE;0.34;50.00;49.66
18.06.2025;WO071686;F-LINE;12.50;73;0;HR-ELINE;0.34;350.40;350.06
18.06.2025;WO072039;G-LINE;16.00;4;0;HR-ELINE;1.63;15.00;13.37
18.06.2025;WO072138;GS-MTM;7.00;45;0;HR-ELINE;127.74;385.71;257.97
18.06.2025;WO072187;E-LINE;25.00;100;0;HR-PCPLINE;0.30;240.00;239.70
18.06.2025;WO072190;F-LINE;11.00;49;0;HR-ELINE;0.28;267.27;266.99
18.06.2025;WO072599;GS-LINE;1.20;4;0;HR-GS-SPINNER;0.69;200.00;199.31
18.06.2025;WO072865;F-LINE;13.50;1;0;HR-PCPLINE;12.94;4.44;-8.50
18.06.2025;WO072865;F-LINE;13.50;16;0;HR-PCPLINE;0.26;71.11;70.85
18.06.2025;WO072874;GS-LINE;1.20;10;0;HR-GS-SPINNER;1.05;500.00;498.95
18.06.2025;WO072892;F-LINE;13.00;10;0;HR-ELINE;140.54;46.15;-94.39
18.06.2025;WO072892;F-LINE;13.00;40;0;HR-PCPLINE;0.25;184.62;184.37
18.06.2025;WO072928;G-LINE;16.00;1;0;HR-ELINE;47.47;3.75;-43.72
18.06.2025;WO072928;G-LINE;16.00;50;0;HR-ELINE;0.58;187.50;186.92
18.06.2025;WO072928;G-LINE;16.00;149;0;HR-PCPLINE;0.91;558.75;557.84
18.06.2025;WO072964;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.75;100.00;99.25
18.06.2025;WO073047;G-LINE;16.50;65;0;HR-ELINE;0.61;236.36;235.75
18.06.2025;WO073267;B-LINE;108.00;310;0;HR-BLINE;196.76;172.22;-24.54
18.06.2025;WO073328;B-LINE;108.00;600;0;HR-BLINE;371.36;333.33;-38.03
18.06.2025;WO073332;G-LINE;16.00;4;0;HR-ELINE;0.29;15.00;14.71
18.06.2025;WO073333;G-LINE;17.00;2;0;HR-PCPLINE;12.97;7.06;-5.91
18.06.2025;WO073339;G-LINE;16.00;8;0;HR-ELINE;0.26;30.00;29.74
18.06.2025;WO073457;D-LINE;5.00;4;0;HR-ELINE;0.67;48.00;47.33
18.06.2025;WO073628;B-LINE;108.00;115;0;HR-BLINE;69.91;63.89;-6.02
18.06.2025;WO073628;B-LINE;108.00;410;5;HR-BLINE;252.79;227.78;-25.01
18.06.2025;WO073634;B-LINE;108.00;30;0;HR-BLINE;33.00;16.67;-16.33
18.06.2025;WO073634;B-LINE;108.00;495;0;HR-BLINE;370.69;275.00;-95.69
17.06.2025;WO071678;F-LINE;15.00;40;0;HR-ELINE;1.04;160.00;158.96
17.06.2025;WO071686;F-LINE;12.50;27;0;HR-ELINE;144.61;129.60;-15.01
17.06.2025;WO072961;GS-MTM;2.50;4;0;HR-GS-SPINNER;0.52;96.00;95.48
17.06.2025;WO073047;G-LINE;16.50;11;0;HR-ELINE;56.28;40.00;-16.28
17.06.2025;WO073047;G-LINE;16.50;52;0;HR-ELINE;176.24;189.09;12.85
17.06.2025;WO073261;B-LINE;108.00;160;0;HR-BLINE;107.91;88.89;-19.02
17.06.2025;WO073261;B-LINE;108.00;365;6;HR-BLINE;176.46;202.78;26.32
17.06.2025;WO073263;B-LINE;108.00;525;0;HR-BLINE;309.76;291.67;-18.09
17.06.2025;WO073265;B-LINE;108.00;100;0;HR-BLINE;43.62;55.56;11.94
17.06.2025;WO073265;B-LINE;108.00;425;0;HR-BLINE;255.44;236.11;-19.33
17.06.2025;WO073267;B-LINE;108.00;215;4;HR-BLINE;196.38;119.44;-76.94
17.06.2025;WO073273;G-LINE;16.00;40;0;HR-DLINE;0.58;150.00;149.42
17.06.2025;WO073284;F-LINE;13.00;48;0;HR-ELINE;2.34;221.54;219.20
17.06.2025;WO073286;F-LINE;13.00;45;0;HR-ELINE;169.85;207.69;37.84
17.06.2025;WO073337;G-LINE;16.00;12;0;HR-PCPLINE;0.37;45.00;44.63
17.06.2025;WO073630;B-LINE;108.00;375;6;HR-BLINE;285.95;208.33;-77.62
16.06.2025;WO071509;E-LINE;14.00;30;0;HR-ELINE;0.37;128.57;128.20
16.06.2025;WO071678;F-LINE;15.00;60;0;HR-ELINE;0.25;240.00;239.75
16.06.2025;WO072089;G-LINE;16.00;8;0;HR-ELINE;126.24;30.00;-96.24
16.06.2025;WO072171;GS-MTM;2.50;20;0;HR-GS-SPINNER;3.78;480.00;476.22
16.06.2025;WO072865;F-LINE;13.50;73;0;HR-ELINE;177.00;324.44;147.44
16.06.2025;WO072961;GS-MTM;2.50;10;0;HR-GS-SPINNER;0.46;240.00;239.54
16.06.2025;WO072979;G-LINE;16.50;2;0;HR-ELINE;0.62;7.27;6.65
16.06.2025;WO073262;B-LINE;108.00;215;6;HR-BLINE;187.96;119.44;-68.52
16.06.2025;WO073264;B-LINE;108.00;75;0;HR-BLINE;55.16;41.67;-13.49
16.06.2025;WO073264;B-LINE;108.00;450;4;HR-BLINE;281.22;250.00;-31.22
16.06.2025;WO073266;B-LINE;108.00;525;7;HR-BLINE;359.09;291.67;-67.42
16.06.2025;WO073309;E-LINE;14.00;40;0;HR-PCPLINE;2.35;171.43;169.08
16.06.2025;WO073335;G-LINE;17.00;2;0;HR-ELINE;0.35;7.06;6.71
16.06.2025;WO073336;G-LINE;17.00;8;0;HR-ELINE;0.30;28.24;27.94
16.06.2025;WO073341;G-LINE;17.00;10;0;HR-ELINE;0.52;35.29;34.77
16.06.2025;WO073625;B-LINE;108.00;60;2;HR-BLINE;10.33;33.33;23.00
16.06.2025;WO073625;B-LINE;108.00;465;2;HR-BLINE;395.66;258.33;-137.33
16.06.2025;WO073630;B-LINE;108.00;150;0;HR-BLINE;42.76;83.33;40.57
15.06.2025;WO071959;B-LINE;102.00;144;0;HR-BLINE;160.64;84.71;-75.93
15.06.2025;WO071966;B-LINE;108.00;173;3;HR-BLINE;443.55;96.11;-347.44
15.06.2025;WO071966;B-LINE;108.00;255;0;HR-BLINE;139.79;141.67;1.88
15.06.2025;WO071966;B-LINE;108.00;660;1;HR-BLINE;463.73;366.67;-97.06
15.06.2025;WO073262;B-LINE;108.00;310;4;HR-BLINE;0.49;172.22;171.73
14.06.2025;WO071954;B-LINE;102.00;240;8;HR-BLINE;0.65;141.18;140.53
14.06.2025;WO071954;B-LINE;102.00;266;1;HR-BLINE;207.35;156.47;-50.88
14.06.2025;WO071959;B-LINE;102.00;380;4;HR-BLINE;243.69;223.53;-20.16
14.06.2025;WO072106;A-LINE;100.00;165;5;HR-BLINE;0.81;99.00;98.19
14.06.2025;WO072106;A-LINE;100.00;335;0;HR-BLINE;260.42;201.00;-59.42
14.06.2025;WO072107;A-LINE;100.00;175;0;HR-BLINE;0.28;105.00;104.72
14.06.2025;WO072437;F-LINE;13.00;18;0;HR-ELINE;0.37;83.08;82.71
14.06.2025;WO072438;F-LINE;13.00;18;0;HR-ELINE;0.34;83.08;82.74
14.06.2025;WO072505;F-LINE;12.50;24;0;HR-ELINE;0.42;115.20;114.78
14.06.2025;WO072896;E-LINE;23.00;48;0;HR-ELINE;1.46;125.22;123.76
14.06.2025;WO072924;F-LINE;12.50;35;0;HR-PCPLINE;0.28;168.00;167.72
14.06.2025;WO073026;G-LINE;16.00;12;0;HR-ELINE;0.37;45.00;44.63
14.06.2025;WO073031;E-LINE;25.00;80;0;HR-PCPLINE;0.26;192.00;191.74
14.06.2025;WO073038;G-LINE;16.00;32;0;HR-PCPLINE;0.27;120.00;119.73
14.06.2025;WO073046;G-LINE;16.00;10;0;HR-ELINE;0.35;37.50;37.15
14.06.2025;WO073048;G-LINE;16.50;64;0;HR-ELINE;0.45;232.73;232.28
14.06.2025;WO073073;G-LINE;16.50;20;0;HR-PCPLINE;0.25;72.73;72.48
14.06.2025;WO073152;G-LINE;16.00;10;0;HR-ELINE;0.43;37.50;37.07
13.06.2025;WO070642;GS-LINE;1.20;2;0;HR-PCPLINE;10619.42;100.00;-10519.42
13.06.2025;WO071509;E-LINE;14.00;20;0;HR-ELINE;0.66;85.71;85.05
13.06.2025;WO071511;G-LINE;16.50;4;0;HR-PCPLINE;0.34;14.55;14.21
13.06.2025;WO071511;G-LINE;16.50;54;0;HR-ELINE;0.85;196.36;195.51
13.06.2025;WO071515;F-LINE;13.00;14;0;HR-ELINE;67.66;64.62;-3.04
13.06.2025;WO071744;F-LINE;13.00;99;0;HR-ELINE;0.38;456.92;456.54
13.06.2025;WO071893;E-LINE;25.00;16;0;HR-PCPLINE;0.27;38.40;38.13
13.06.2025;WO071909;B-LINE;108.00;525;10;HR-BLINE;0.51;291.67;291.16
13.06.2025;WO071952;C-LINE;54.50;215;1;HR-BLINE;192.05;236.70;44.65
13.06.2025;WO072107;A-LINE;100.00;410;8;HR-BLINE;469.55;246.00;-223.55
13.06.2025;WO072107;A-LINE;100.00;415;5;HR-BLINE;336.60;249.00;-87.60
13.06.2025;WO072376;E-LINE;12.00;10;0;HR-ELINE;129.99;50.00;-79.99
13.06.2025;WO072474;E-LINE;24.00;60;0;HR-ELINE;0.97;150.00;149.03
13.06.2025;WO072775;A-LINE;100.00;50;2;HR-BLINE;1.38;30.00;28.62
13.06.2025;WO072885;G-LINE;15.00;100;0;HR-ELINE;129.69;400.00;270.31
13.06.2025;WO072924;F-LINE;12.50;65;0;HR-ELINE;309.56;312.00;2.44
13.06.2025;WO072958;D-LINE;8.00;50;0;HR-ELINE;0.49;375.00;374.51
13.06.2025;WO073036;E-LINE;25.00;4;0;HR-ELINE;0.53;9.60;9.07
13.06.2025;WO073070;GS-DUAL;2.00;2;0;HR-GS-SPINNER;0.64;60.00;59.36
13.06.2025;WO073096;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.58;100.00;99.42
13.06.2025;WO073105;F-LINE;13.00;2;0;HR-GS-SPINNER;0.37;9.23;8.86
13.06.2025;WO073105;GS-DUAL;2.00;2;0;HR-GS-SPINNER;1.12;60.00;58.88
13.06.2025;WO073275;GS-SOK;3.00;2;0;HR-GS-SPINNER;0.63;40.00;39.37
13.06.2025;WO073287;GS-SOK;3.00;2;0;HR-GS-SPINNER;0.58;40.00;39.42
13.06.2025;WO073304;E-LINE;23.00;50;0;HR-PCPLINE;0.35;130.43;130.08
13.06.2025;WO073437;F-LINE;13.00;9;0;HR-ELINE;0.44;41.54;41.10
12.06.2025;WO071506;E-LINE;23.00;1;0;HR-ELINE;88.86;2.61;-86.25
12.06.2025;WO071506;E-LINE;23.00;49;0;HR-ELINE;73.92;127.83;53.91
12.06.2025;WO071507;G-LINE;18.00;48;0;HR-ELINE;0.24;160.00;159.76
12.06.2025;WO071511;G-LINE;16.50;18;0;HR-ELINE;0.37;65.45;65.08
12.06.2025;WO071511;G-LINE;16.50;68;0;HR-ELINE;0.39;247.27;246.88
12.06.2025;WO071515;F-LINE;13.00;36;0;HR-ELINE;284.46;166.15;-118.31
12.06.2025;WO071744;F-LINE;13.00;1;0;HR-ELINE;1040.06;4.62;-1035.44
12.06.2025;WO071810;E-LINE;24.00;60;0;HR-PCPLINE;0.65;150.00;149.35
12.06.2025;WO071952;C-LINE;54.50;100;0;HR-BLINE;0.29;110.09;109.80
12.06.2025;WO072119;B-LINE;110.00;250;6;HR-BLINE;223.60;136.36;-87.24
12.06.2025;WO072199;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.95;100.00;99.05
12.06.2025;WO072329;B-LINE;108.00;145;0;HR-BLINE;81.57;80.56;-1.01
12.06.2025;WO072333;B-LINE;108.00;60;0;HR-BLINE;1.59;33.33;31.74
12.06.2025;WO072333;B-LINE;108.00;465;2;HR-BLINE;290.44;258.33;-32.11
12.06.2025;WO072477;B-LINE;108.00;200;5;HR-BLINE;132.94;111.11;-21.83
12.06.2025;WO072738;B-LINE;108.00;200;4;HR-BLINE;91.01;111.11;20.10
12.06.2025;WO072785;E-LINE;27.00;50;0;HR-ELINE;0.24;111.11;110.87
12.06.2025;WO073092;E-LINE;25.00;2;0;HR-GS-SPINNER;0.29;4.80;4.51
12.06.2025;WO073092;GS-SOK;3.00;2;0;HR-GS-SPINNER;0.62;40.00;39.38
12.06.2025;WO073095;GS-SOK;3.00;30;0;HR-GS-SPINNER;1.34;600.00;598.66
12.06.2025;WO073099;GS-SOK;3.00;5;0;HR-GS-SPINNER;0.82;100.00;99.18
12.06.2025;WO073101;GS-DUAL;2.00;2;0;HR-GS-SPINNER;0.38;60.00;59.62
12.06.2025;WO073272;F-LINE;12.50;6;0;HR-ELINE;0.38;28.80;28.42
12.06.2025;WO073308;E-LINE;25.00;50;0;HR-ELINE;0.31;120.00;119.69
12.06.2025;WO073309;E-LINE;14.00;9;0;HR-ELINE;121.89;38.57;-83.32
12.06.2025;WO073311;GS-LINE;1.50;2;0;HR-GS-SPINNER;0.55;80.00;79.45
12.06.2025;WO073368;G-LINE;17.00;1;0;HR-ELINE;71.59;3.53;-68.06
12.06.2025;WO073368;G-LINE;17.00;59;0;HR-ELINE;133.02;208.24;75.22
12.06.2025;WO073450;E-LINE;24.00;4;0;HR-ELINE;1.23;10.00;8.77
11.06.2025;WO071507;G-LINE;18.00;52;0;HR-ELINE;0.28;173.33;173.05
11.06.2025;WO071859;MTM-SBM;6.00;8;0;HR-GS-SPINNER;0.17;80.00;79.83
11.06.2025;WO072114;D-LINE;4.00;8;0;HR-ELINE;1.68;120.00;118.32
11.06.2025;WO072215;GS-MTM;7.00;8;0;HR-ELINE;0.54;68.57;68.03
11.06.2025;WO072326;B-LINE;108.00;154;0;HR-BLINE;83.93;85.56;1.63
11.06.2025;WO072326;B-LINE;108.00;300;7;HR-BLINE;247.07;166.67;-80.40
11.06.2025;WO072329;B-LINE;108.00;380;6;HR-BLINE;375.64;211.11;-164.53
11.06.2025;WO072794;E-LINE;25.00;33;0;HR-PCPLINE;0.90;79.20;78.30
11.06.2025;WO073086;GS-LINE;1.50;2;0;HR-GS-SPINNER;1.49;80.00;78.51
11.06.2025;WO073093;GS-SOK;3.00;50;0;HR-GS-SPINNER;1.08;1000.00;998.92
11.06.2025;WO073095;GS-SOK;3.00;10;0;HR-GS-SPINNER;2.28;200.00;197.72
11.06.2025;WO073104;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.41;100.00;99.59
11.06.2025;WO073147;G-LINE;18.00;1;0;HR-PCPLINE;0.26;3.33;3.07
11.06.2025;WO073255;E-LINE;24.00;33;0;HR-ELINE;0.26;82.50;82.24
11.06.2025;WO073255;E-LINE;24.00;67;0;HR-ELINE;0.31;167.50;167.19
11.06.2025;WO073260;B-LINE;108.00;165;4;HR-BLINE;85.04;91.67;6.63
11.06.2025;WO073260;B-LINE;108.00;360;8;HR-BLINE;287.18;200.00;-87.18
11.06.2025;WO073524;GS-SOK;3.00;2;0;HR-GS-SPINNER;0.79;40.00;39.21
10.06.2025;WO069319;G-LINE;16.00;14;0;HR-ELINE;0.26;52.50;52.24
10.06.2025;WO071513;G-LINE;16.00;50;0;HR-ELINE;0.24;187.50;187.26
10.06.2025;WO071875;F-LINE;13.00;10;0;HR-ELINE;113.33;46.15;-67.18
10.06.2025;WO071876;F-LINE;13.00;9;0;HR-ELINE;124.18;41.54;-82.64
10.06.2025;WO071893;E-LINE;25.00;30;0;HR-ELINE;1.19;72.00;70.81
10.06.2025;WO071893;E-LINE;25.00;164;0;HR-ELINE;415.33;393.60;-21.73
10.06.2025;WO072054;GS-LINE;1.20;1;0;HR-GS-SPINNER;0.46;50.00;49.54
10.06.2025;WO072076;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.31;100.00;99.69
10.06.2025;WO072141;F-LINE;13.00;5;0;HR-PCPLINE;0.30;23.08;22.78
10.06.2025;WO072141;F-LINE;13.00;39;0;HR-ELINE;31.19;180.00;148.81
10.06.2025;WO072141;F-LINE;13.00;43;0;HR-ELINE;1.00;198.46;197.46
10.06.2025;WO072323;B-LINE;108.00;80;0;HR-BLINE;48.85;44.44;-4.41
10.06.2025;WO072326;B-LINE;108.00;1;0;HR-BLINE;0.42;0.56;0.14
10.06.2025;WO072326;B-LINE;108.00;70;0;HR-BLINE;201.31;38.89;-162.42
10.06.2025;WO072342;B-LINE;108.00;305;5;HR-BLINE;89.81;169.44;79.63
10.06.2025;WO072374;GS-LINE;1.20;2;0;HR-GS-SPINNER;1.78;100.00;98.22
10.06.2025;WO072481;B-LINE;108.00;15;0;HR-BLINE;0.30;8.33;8.03
10.06.2025;WO072481;B-LINE;108.00;195;0;HR-BLINE;75.97;108.33;32.36
10.06.2025;WO072862;F-LINE;13.00;20;0;HR-ELINE;139.39;92.31;-47.08
10.06.2025;WO072978;G-LINE;16.00;1;0;HR-ELINE;0.23;3.75;3.52
10.06.2025;WO073093;G-LINE;16.50;50;0;HR-ELINE;239.57;181.82;-57.75
10.06.2025;WO073099;G-LINE;16.00;5;0;HR-ELINE;16.18;18.75;2.57
10.06.2025;WO073219;D-LINE;4.00;20;0;HR-ELINE;280.68;300.00;19.32
10.06.2025;WO073287;G-LINE;16.50;2;0;HR-ELINE;0.23;7.27;7.04
10.06.2025;WO073305;B-LINE;108.00;1;0;HR-BLINE;0.45;0.56;0.11
10.06.2025;WO073305;B-LINE;108.00;299;8;HR-BLINE;359.27;166.11;-193.16
10.06.2025;WO073453;G-LINE;16.00;4;0;HR-ELINE;12.63;15.00;2.37
09.06.2025;WO072054;GS-LINE;1.20;1;0;HR-GS-SPINNER;4.27;50.00;45.73
09.06.2025;WO072079;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.34;100.00;99.66
09.06.2025;WO072141;F-LINE;13.00;16;0;HR-ELINE;91.62;73.85;-17.77
09.06.2025;WO072141;F-LINE;13.00;48;0;HR-ELINE;1.44;221.54;220.10
09.06.2025;WO072178;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.58;100.00;99.42
09.06.2025;WO072338;B-LINE;108.00;525;10;HR-BLINE;314.34;291.67;-22.67
09.06.2025;WO072342;B-LINE;108.00;220;7;HR-BLINE;144.95;122.22;-22.73
09.06.2025;WO072366;GS-LINE;1.20;2;0;HR-GS-SPINNER;3.97;100.00;96.03
09.06.2025;WO072632;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.48;100.00;99.52
09.06.2025;WO072633;GS-LINE;1.20;2;0;HR-GS-SPINNER;0.58;100.00;99.42
09.06.2025;WO072798;G-LINE;16.00;18;0;HR-ELINE;1.12;67.50;66.38
09.06.2025;WO072823;E-LINE;14.00;13;0;HR-ELINE;78.50;55.71;-22.79
09.06.2025;WO073452;F-LINE;13.00;2;0;HR-ELINE;0.35;9.23;8.88
08.06.2025;WO072339;B-LINE;108.00;95;0;HR-BLINE;34.72;52.78;18.06
