MAIN BOM;No.;Description;Quantity per;Link;Draw
472355;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
472355;60130155S04;RIM AG13,00X15,5 H2 (5,0MM);1.00;60130155S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130155S04-2.pdf
472355;61P1500191;"DISC,15""PRES,6/205/161";1.00;DPC61P1500191;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500191.pdf
472355;CP1021;POWDER RAL1003 SIGNAL YELLOW;0.16;;
472539;60055080S03;RIM 5,50BX8 H2 (2,5MM);1.00;60055080S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60055080S03-2.pdf
472539;61F0800024;"DISC,8""FLAT,4/120/80";1.00;DPC61F0800024;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61F0800024.pdf
472539;CP1088;POWDER GREY MET 9006 RESIST;0.05;;
472676;280868;Flanged Bush 15,00x22,6-4,0;2.00;;
472676;CP1005;POWDER RAL3000 FLAME RED;0.06;;
472676;HT0012;HUB TUBE t25/22X92,0;1.00;HT0012;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT0012.pdf
472676;ST1000;COIL C.R. 1,0X272 mm   EN10131 P&O;0.86;;
472683;280868;Flanged Bush 15,00x22,6-4,0;2.00;;
472683;CP1021;POWDER RAL1003 SIGNAL YELLOW;0.06;;
472683;HT0012;HUB TUBE t25/22X92,0;1.00;HT0012;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT0012.pdf
472683;ST1000;COIL C.R. 1,0X272 mm   EN10131 P&O;0.86;;
472690;280868;Flanged Bush 15,00x22,6-4,0;2.00;;
472690;CP1030;POWDER RAL6026 OPAL GREEN;0.03;;
472690;HT0012;HUB TUBE t25/22X92,0;1.00;HT0012;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT0012.pdf
472690;ST1000;COIL C.R. 1,0X272 mm   EN10131 P&O;0.86;;
472713;60130150S02;RIM 13,00LBX15 H2 (4,0MM);1.00;60130150S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130150S02-2.pdf
472713;61P1500015;"DISC,15""PRES,6/205/161";1.00;DPC61P1500015;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500015.pdf
473468-1;134819;VL TR412 Rubber Snap-In;1.00;;
473468-1;330099;TY 16x6.50-8 63A4 (4PR) TL E;1.00;;
473468-1;472539;WB 5.50Bx8 H2 4/80/120 Ø13 ET-78;1.00;W080-055-024-STR_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W080-055-024-STR_BM.pdf
473475-1;134819;VL TR412 Rubber Snap-In;1.00;;
473475-1;330099;TY 16x6.50-8 63A4 (4PR) TL E;1.00;;
473475-1;472539;WB 5.50Bx8 H2 4/80/120 Ø13 ET-78;1.00;W080-055-024-STR_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W080-055-024-STR_BM.pdf
473482-1;134826;VL TR413 Rubber Snap-In;1.00;;
473482-1;274515;WB 2.50Ax8 H2 4/67/101.6 Ø11.5 C90 ET0;1.00;274515_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274515_BM.pdf
473482-1;325767;TY 4.80/4.00-8 43A6 (4PR) TL E;1.00;;
473499-1;134826;VL TR413 Rubber Snap-In;1.00;;
473499-1;274515;WB 2.50Ax8 H2 4/67/101.6 Ø11.5 C90 ET0;1.00;274515_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274515_BM.pdf
473499-1;325767;TY 4.80/4.00-8 43A6 (4PR) TL E;1.00;;
473734;60150240S01;RIM W15LX24 5,0mm;1.00;60150240S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60150240S01-2.pdf
473970;60160170S05;RIM 16,00X17 H2 (5,0MM);1.00;60160170S05-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160170S05-2.pdf
473970;61P1700011;"DISC,17""PRES,6/205/161";1.00;DPC61P1700011;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700011.pdf
473970;CP1088;POWDER GREY MET 9006 RESIST;0.28;;
473994;CP1088;POWDER GREY MET 9006 RESIST;0.03;;
473994;ST0108;COIL H.R. 2,0X274 mm   EN10051 P&O;1.80;;
474120;60130150S02;RIM 13,00LBX15 H2 (4,0MM);1.00;60130150S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130150S02-2.pdf
474120;61P1500182;"DISC,15""PRES,5/225/192";1.00;DPC61P1500182;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500182.pdf
474120;CP2010;POWDER RAL7042 GRAY;0.19;;
474373;134819;VL TR412 Rubber Snap-In;1.00;;
474373;CP1088;POWDER GREY MET 9006 RESIST;0.07;;
474373;HT10057;HUB TUBE t30/19,2X97,0 KEYWAY;1.00;HT10057;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10057.pdf
474373;ST0115;COIL H.R. 2,5X330 mm   EN10051 P&O;3.26;;
474373-1;134819;VL TR412 Rubber Snap-In;1.00;;
474373-1;467122;WI EPL 7.00Ax8 H2 19,2x97;1.00;;
474618;60090153S03;RIM 9,00X15,3 H2 (5,0MM);1.00;60090153S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090153S03-2.pdf
474618;61P1500171;"15"" PLUGGED DISC 6/152/117,4";1.00;DPC61P1500171;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500171.pdf
474618;CP1031;POWDER KUBOTA ORANGE;0.15;;
474632;134819;VL TR412 Rubber Snap-In;1.00;;
474632;261171;Needle (Roller) bearing 20,0x30x55;1.00;;
474632;472027;Retainer 21,0x30,0-8,0mm Fitting Length 6,5;2.00;;
474632;CP1088;POWDER GREY MET 9006 RESIST;0.03;;
474632;HT0098;HUB TUBE t34/30,2X70,0;1.00;HT0098;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT0098.pdf
474632;ST0103;COIL H.R. 2,0X244 mm   EN10051 P&O;1.42;;
474632-1;134819;VL TR412 Rubber Snap-In;1.00;;
474632-1;461779;WI ER 4.50Ax6 H2 20x86/70;1.00;;
474649;60098165S02;RIM 9,75X16,5 H2 (4,5MM);1.00;60098165S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60098165S02-2.pdf
474649;61P1600079;"DISC,16""PRES, 8/203,2/152,4";1.00;DPC61P1600079;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600079.pdf
474649;CP1031;POWDER KUBOTA ORANGE;0.18;;
474663;60090153S03;RIM 9,00X15,3 H2 (5,0MM);1.00;60090153S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090153S03-2.pdf
474663;61P1500189;"DISC,15""PRES,8/203,2/152,4";1.00;DPC61P1500189;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500189.pdf
474663;CP1031;POWDER KUBOTA ORANGE;0.15;;
474670;198514;Precision B/Bearing 6205 2RS-25,0x52,0x15,0;2.00;;
474670;CP1088;POWDER GREY MET 9006 RESIST;0.03;;
474670;HT10075;HUB TUBE r57/47X105,0;1.00;HT10075;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10075.pdf
474670;ST0103;COIL H.R. 2,0X244 mm   EN10051 P&O;1.42;;
475141;60110200S02;RIM 11,00X20 H2 (5,0MM);1.00;60110200S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60110200S02-2.pdf
475141;61P2000027;"20"" PLUGGED DISC 8/275/221";1.00;DPC61P2000027;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2000027.pdf
475141;CP1088;POWDER GREY MET 9006 RESIST;0.27;;
475400;198514;Precision B/Bearing 6205 2RS-25,0x52,0x15,0;2.00;;
475400;CP1088;POWDER GREY MET 9006 RESIST;0.03;;
475400;DT0036;DISTANCE TUBE fi 30/26X23;1.00;DT0036;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DT0036.pdf
475400;HT10080;HUB TUBE r57/47X60,0;1.00;HT10080;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10080.pdf
475400;ST0103;COIL H.R. 2,0X244 mm   EN10051 P&O;1.42;;
475622-1;125275;TY 140-6 10PR TT;1.00;;
475622-1;154114;TB 13x5.00-6 TR13 Deli;1.00;;
475622-1;474670;WI GK 4.50Ax6 H2 25x105;1.00;WP-060-045-048_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-060-045-048_BM.pdf
475813;262338;Valve guard VG2;1.00;VG2_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG2_BM.pdf
475813;60080160S02;RIM 8,00WX16 H2 (4,0MM);1.00;60080160S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080160S02-2.pdf
475813;61P1600091;"DISC,16"" PRES,6/152,4/117,4";1.00;DPC61P1600091;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600091.pdf
475813;CP1031;POWDER KUBOTA ORANGE;0.15;;
475998;60130200S02;RIM 13,00X20 H2 (5,0MM);1.00;60130200S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130200S02-2.pdf
475998;61P2000028;"20"" PLUGGED DISC 8/275/221";1.00;DPC61P2000028;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2000028.pdf
475998;CP1088;POWDER GREY MET 9006 RESIST;0.28;;
476124-1;263625;WB 6.00Ix10 H2 5/67/112 Ø16 R12 ET-4;1.00;W100-060-014-STR_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W100-060-014-STR_BM.pdf
476124-1;454993;VL TR600XHP-P Rubber Snap-In;1.00;;
476124-1;460437;TY 195/55R10C 98/96N TL E M+S;1.00;;
476162;60080150S03;RIM 8,00LBX15 H2;1.00;60080150S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080150S03-2.pdf
476162;61P1500170;"15"" SQUARE DISC 6/152,4/117,4";1.00;DPC61P1500170;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500170.pdf
476162;CP1031;POWDER KUBOTA ORANGE;0.15;;
476209;60180161S01;RIM W18,00CX16,1 (4,0MM);1.00;60180161S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60180161S01-2.pdf
476209;61P1600092;"DISC,16"" PRES,8/203,2/152,4";1.00;DPC61P1600092;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600092.pdf
476209;CP1031;POWDER KUBOTA ORANGE;0.15;;
476742;60090153S11;RIM 9,00X15,3 H2 (5,0MM);1.00;60090153S11-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090153S11-2.pdf
476742;61P1500144;"DISC,15""PRES,6/205/161 Square";1.00;DPC61P1500144;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500144.pdf
476742;CP1088;POWDER GREY MET 9006 RESIST;0.17;;
476773;261317;Precision B/Bearing 6206 2RS-30,0x62,0x16,0;2.00;;
476773;CP1056;POWDER RAL2002 VERMILION;0.13;;
476773;DT0024;DISTANCE TUBE fi 35/31X60,0;1.00;DT0024;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DT0024.pdf
476773;HT10074;HUB TUBE r70/58X102,0;1.00;HT10074;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10074.pdf
476773;ST0115;COIL H.R. 2,5X330 mm   EN10051 P&O;3.26;;
477442;60130170S02;RIM 13,00X17 H2 (5,0MM);1.00;60130170S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60130170S02-2.pdf
477442;61P1700012;"DISC,17""PRES,8/275/221";1.00;DPC61P1700012;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700012.pdf
477442;CP1056;POWDER RAL2002 VERMILION;0.44;;
477503;60160170S02;RIM 16,00X17 H2 (5,0MM);1.00;60160170S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160170S02-2.pdf
477503;61P1700032;"DISC,17""PRES,8/275/221";1.00;DPC61P1700032;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1700032.pdf
477503;CP1088;POWDER GREY MET 9006 RESIST;0.28;;
477565;60080160S02;RIM 8,00WX16 H2 (4,0MM);1.00;60080160S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080160S02-2.pdf
477565;61P1600064;"DISC,16""PRES, 6/152/110,2";1.00;DPC61P1600064;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600064.pdf
477565;CP1031;POWDER KUBOTA ORANGE;0.15;;
477640;60105120S04;RIM 10,50IX12 H2 (3,0mm);1.00;60105120S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60105120S04-2.pdf
477640;61P1200315;"DISC,12""PRES, 5/140/94";1.00;DPC61P1200315;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200315.pdf
477640;CP1088;POWDER GREY MET 9006 RESIST;0.13;;
477657;60090153S01;RIM 9,00X15,3 H2 (5,0MM);1.00;60090153S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090153S01-2.pdf
477657;61P1500172;"DISC,15""PRES,6/205/161";1.00;DPC61P1500172;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500172.pdf
477657;CP1088;POWDER GREY MET 9006 RESIST;0.19;;
478029;60055180S03;RIM 5,50FX18 (4,0MM);1.00;60055180S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60055180S03-2.pdf
478029;61P1800041;"18"" PLUGGED DISC 6/150/110";1.00;DPC61P1800041;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800041.pdf
478029;CP1088;POWDER GREY MET 9006 RESIST;0.15;;
478050;60085120S08;RIM 8,50IX12 H2 (3,0mm);1.00;60085120S08-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60085120S08-2.pdf
478050;61P1200248;"DISC,12""PRES, 5/160/110";1.00;DPC61P1200248;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200248.pdf
478050;CP1088;POWDER GREY MET 9006 RESIST;0.11;;
478135;60110280S02;RIM DW11LX28 (6MM);1.00;60110280S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60110280S02-2.pdf
478135;61P2600013;"26"" PLUGGED DISC 8/203,2/152,4";1.00;DPC61P2600013;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2600013.pdf
478135;CP1015;POWDER RAL1015 LIGHT IVORY;1.08;;
478173;60090180S02;RIM 9,00WX18 H2 (4,5MM);1.00;60090180S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090180S02-2.pdf
478173;61P1800040;"SQUARE DISC,18"" PRES 6/120/90";1.00;DPC61P1800040;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800040.pdf
478173;CP1015;POWDER RAL1015 LIGHT IVORY;0.48;;
478364;60090180S04;RIM 9,00WX18 H2 (4,5MM);1.00;60090180S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090180S04-2.pdf
478364;61P1800004;"DISC,18"" PRES 6/205/161";1.00;DPC61P1800004;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800004.pdf
478364;CP1088;POWDER GREY MET 9006 RESIST;0.23;;
478401;60120280S02;RIM DW12X28 (6MM);1.00;60120280S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60120280S02-2.pdf
478401;61P2600032;"26"" PLUGGED DISC 8/220/170";1.00;DPC61P2600032;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2600032.pdf
478401;CP1088;POWDER GREY MET 9006 RESIST;0.46;;
478524;198514;Precision B/Bearing 6205 2RS-25,0x52,0x15,0;2.00;;
478524;CP1088;POWDER GREY MET 9006 RESIST;0.06;;
478524;DT0021;DISTANCE TUBE fi 30/26X34;1.00;DT0021;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DT0021.pdf
478524;HT0100;HUB TUBE t57/52X73,0;1.00;HT0100;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT0100.pdf
478524;ST1005;COIL H.R. 2,0X313 mm   EN10051 P&O;2.36;;
479279;60105120S02;RIM 10,50IX12 H2 (3,0mm);1.00;60105120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60105120S02-2.pdf
479279;61P1200243;"DISC,12""SQUARE, 5/140/94";1.00;DPC61P1200243;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200243.pdf
479279;CP1088;POWDER GREY MET 9006 RESIST;0.07;;
479286;60160225S02;RIM 16,00X22,5 H2 (6,0MM);1.00;60160225S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160225S02-2.pdf
479286;61P2250045;"DISC 22,5"" PLUG 10/335/281";1.00;DPC61P2250045;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2250045.pdf
479286;CP1088;POWDER GREY MET 9006 RESIST;0.39;;
479330;60095145S01;RIM AG9,50x14,5 H2 (4,0MM);1.00;60095145S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60095145S01-2.pdf
479330;61P1400046;"DISC,14""PRES 5/140/94";1.00;DPC61P1400046;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1400046.pdf
479330;CP1088;POWDER GREY MET 9006 RESIST;0.17;;
479453;60083195S01;RIM 8,25X19,5 H2 (6,0MM);1.00;60083195S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60083195S01-2.pdf
479477;60070120S02;RIM 7,00IX10 H2 (3,0MM);1.00;60070120S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60070120S02-2.pdf
479477;61P1200243;"DISC,12""SQUARE, 5/140/94";1.00;DPC61P1200243;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1200243.pdf
479477;CP1088;POWDER GREY MET 9006 RESIST;0.07;;
479507;60140225S02;RIM 14.00X22.5 H2 RIM (6 MM);1.00;60140225S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60140225S02-2.pdf
479835-1;134826;VL TR413 Rubber Snap-In;1.00;;
479835-1;282459;WB 6.00Ix10 H2 5/67/112 Ø16 R12 ET-4;1.00;W100-060-048-STR_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W100-060-048-STR_BM.pdf
479835-1;460437;TY 195/55R10C 98/96N TL E M+S;1.00;;
479897;60200260S01;RIM 20,00BX26 H2 (6,0MM);1.00;60200260S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60200260S01-2.pdf
479897;61P2400032;"DISC,26""PLUG,12/425/371";1.00;DPC61P2400032;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2400032.pdf
479897;CP1088;POWDER GREY MET 9006 RESIST;0.54;;
479934;60080160S04;RIM 8,00JX16 H2 (4,0MM);1.00;60080160S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60080160S04-2.pdf
479934;61P1600088;"DISC,16"" PRES,6/205/161";1.00;DPC61P1600088;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600088.pdf
479934;CP1088;POWDER GREY MET 9006 RESIST;0.15;;
480060;321677;Precision B/Bearing 6004 2RS-20,0x42,0x12,0;2.00;;
480060;CP1014;POWDER RAL7016 ANTHRACITE GREY;0.04;;
480060;HT10077;HUB TUBE r48/36X140,0;1.00;HT10077;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\HT10077.pdf
480060;IN120498;WASHER for screw M8x25;5.00;;
480060;IN120499;HUB FLANGE fi 90/48X6,0mm;1.00;120499;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\120499.pdf
480060;IN120500;SCREW M8X25 8.8 DIN933 Zn;5.00;;
480060;ST0037;STEEL H.R. 2,5X1350X1992 P&O;5.80;;
480152;60060160S05;RIM 6,00FX16 H2 (4MM);1.00;60060160S05-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60060160S05-2.pdf
480152;61P1600093;"DISC,16"" PRES,6/205/161";1.00;DPC61P1600093;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1600093.pdf
480152;CP1088;POWDER GREY MET 9006 RESIST;0.13;;
480183;60100150S04;RIM 10,00LBX15 H2 (4,0MM);1.00;60100150S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60100150S04-2.pdf
480183;61P1500013;"DISC,15""PRES,6/205/161";1.00;DPC61P1500013;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500013.pdf
480183;CP1005;POWDER RAL3000 FLAME RED;0.32;;
480374;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
480374;60110180S03;RIM 11,00WX18 H2 (4,5MM);1.00;60110180S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60110180S03-2.pdf
480374;61P1800043;"DISC,18"" SQUARE 8/275/221";1.00;DPC61P1800043;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800043.pdf
480374;CP1088;POWDER GREY MET 9006 RESIST;0.24;;
480480;60090180S04;RIM 9,00WX18 H2 (4,5MM);1.00;60090180S04-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090180S04-2.pdf
480480;61P1800035;"DISC,18"" SQUARE 6/205/161";1.00;DPC61P1800035;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800035.pdf
480480;CP1088;POWDER GREY MET 9006 RESIST;0.22;;
480794;262345;Valve guard VG3;1.00;VG3_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\VG3_BM.pdf
480794;60110180S02;RIM 11,00WX18 (4,5MM);1.00;60110180S02-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60110180S02-2.pdf
480794;61P1800042;"SQUARE DISC,18"" PRES 8/275/221";1.00;DPC61P1800042;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1800042.pdf
480794;CP1088;POWDER GREY MET 9006 RESIST;0.24;;
481326;60160225S08;RIM 16,00X22,5 No hump (6,0MM);1.00;60160225S08-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160225S08-2.pdf
481326;61P2250047;"DISC 22,5"" SQUARE 10/335/281";1.00;DPC61P2250047;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2250047.pdf
481326;CP1088;POWDER GREY MET 9006 RESIST;0.39;;
481494;60160225S08;RIM 16,00X22,5 No hump (6,0MM);1.00;60160225S08-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60160225S08-2.pdf
481494;61P2250002;"DISC,22,5""PLUG 10/335/281";1.00;DPC61P2250002;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P2250002.pdf
481494;CP1088;POWDER GREY MET 9006 RESIST;0.39;;
481708;60090153S03;RIM 9,00X15,3 H2 (5,0MM);1.00;60090153S03-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60090153S03-2.pdf
481708;61P1500176;"DISC,15""SQUARE,5/205/161";1.00;DPC61P1500176;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61P1500176.pdf
481708;CP1088;POWDER GREY MET 9006 RESIST;0.19;;
481760;481777;VL V3.20.7 Steel Bolt-in;1.00;;
481760;60060175S01;RIM 6,00X17,5 H2 (6MM);1.00;60060175S01-2;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\60060175S01-2.pdf
481760;61S1700015;"17"" GS DISC 10/300/261";1.00;DPC61S1700015;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\DPC61S1700015.pdf
481760;CP1088;POWDER GREY MET 9006 RESIST;0.21;;
481913;62M10222;SQUARE TUBE SOK;1.00;62M10222_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10222_BM.pdf
481913;62M10223;U-BENT 128,5x50x6;1.00;62M10223_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10223_BM.pdf
481913;62M10224;SIDE PART SOK right;1.00;62M10224_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10224_BM.pdf
481913;62M10225;SIDE PART SOK left;1.00;62M10225_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10225_BM.pdf
481913;62M10226;REVOLVING PLUG SOK rotated drilled;1.00;62M10226_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10226_BM.pdf
481913;62M10227;RIVET SOK (nutt);2.00;62M10227_BM;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10227_BM.pdf
481920;62M10240;RIVET HD (nutt);2.00;62M10240;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62M10240.pdf
481920;IN110000;HD Clamp galvanised;1.00;;
481920;IN110004;Conical spring washer 12;2.00;;
